»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Hysteresis ««««««««««««««««««««««««««««««««««««
»»»  Executed Version:	5.43.0
»»»  Vision Version:	5.43.2 (R)
»»»  Vision Compiled:	12/22/22
»»»  Driver Version:	5.43.1
»»»  Windows Version:	Windows 8, 8.1 or 10
»»»  Processor Information:	x86 (AMD or Intel) - 6 Processors
»»»  Tester Name:	PLC20323-466 (30V)
»»»  Tester S/N:	PLC20323-466
»»»  Internal Amp Type:	 30V RevH   5k
»»»  Internal Amp S/N:	iAB1-478/H     
»»»  Execution Count:	1
»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»««««««««««««««««««««««««««««««««««««««««««

Stored:	4/10/2025 - 16:34:39
Configured:	04/10/25 10:58:41 AM
Executed:	04/10/25 04:34:08 PM

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Sample Info ««««««««««««««««««««««««««««««««««««
Sample Name:	Internal Reference Cap
Lot Name:	N/A
Wafer Name:	N/A
Die Row/Column:	0/0
Capacitor Number:	0
Sample Area (cm2):	1.00e-04
Sample Thickness (µm):	3.00e-01

Amplifier:	Internal

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Tester Info «««««««««««««««««««««««««««««««««««
Tester Name:	PLC20323-466 (30V)
Tester Serial Number:	PLC20323-466
Return Signal Amp. Level:	0.19 [Index: 2]

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Hysteresis Info ««««««««««««««««««««««««««««««««««
Task Name:	Hyst-3
Volts:	8.00
Field:	266.67 (kV/cm)
DCBias:	0.00
DCField:	0.00 (kV/cm)
Hysteresis Period (ms):	1.00e+01
Preset:	Enabled
Preset Delay (ms):	1.00e+03
Profile:	Standard Bipolar

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Data «««««««««««««««««««««««««««««««««««««««
Points:	10001

Valid Data

Point	Time (ms)	Drive Voltage	Measured Polarization (µC/cm2)	Capacitance (µF)	Normalized Capacitance (µF/cm2)	Dielectric Constant	Instantaneous Current (mA)
4742	4.7410e+00	0.8281	24.610856	9.953621	99536.205574	3.375856	-0.003188
4743	4.7420e+00	0.8246	24.574986	11.197823	111978.231270	3.797838	-0.003587
4744	4.7430e+00	0.8231	24.642740	-21.151444	-211514.436844	-7.173694	0.006775
4745	4.7440e+00	0.8199	24.598899	13.686228	136862.282664	4.641802	-0.004384
4746	4.7450e+00	0.8189	24.551072	14.930431	149304.308360	5.063784	-0.004783
4747	4.7460e+00	0.8132	24.590928	-12.442026	-124420.256967	-4.219820	0.003986
4748	4.7470e+00	0.8114	24.535130	17.418836	174188.359754	5.907748	-0.005580
4749	4.7480e+00	0.8076	24.574986	-12.442026	-124420.256967	-4.219820	0.003986
4750	4.7490e+00	0.8036	24.559043	4.976810	49768.102787	1.687928	-0.001594
4751	4.7500e+00	0.8004	24.539115	6.221013	62210.128483	2.109910	-0.001993
4752	4.7510e+00	0.7976	24.543101	-1.244203	-12442.025697	-0.421982	0.000399
4753	4.7520e+00	0.7928	24.439476	32.349267	323492.668114	10.971533	-0.010362
4754	4.7530e+00	0.7918	24.543101	-32.349267	-323492.668114	-10.971533	0.010362
4755	4.7540e+00	0.7870	24.523173	6.221013	62210.128483	2.109910	-0.001993
4756	4.7550e+00	0.7858	24.475346	14.930431	149304.308360	5.063784	-0.004783
4757	4.7560e+00	0.7837	24.443462	9.953621	99536.205574	3.375856	-0.003188
4758	4.7570e+00	0.7781	24.479332	-11.197823	-111978.231270	-3.797838	0.003587
4759	4.7580e+00	0.7748	24.451433	8.709418	87094.179877	2.953874	-0.002790
4760	4.7590e+00	0.7726	24.447447	1.244203	12442.025697	0.421982	-0.000399
4761	4.7600e+00	0.7684	24.415563	9.953621	99536.205574	3.375856	-0.003188
4762	4.7610e+00	0.7648	24.479332	-19.907241	-199072.411147	-6.751712	0.006377
4763	4.7620e+00	0.7605	24.391650	27.372457	273724.565327	9.283605	-0.008768
4764	4.7630e+00	0.7597	24.387664	1.244203	12442.025697	0.421982	-0.000399
4765	4.7640e+00	0.7556	24.407592	-6.221013	-62210.128484	-2.109910	0.001993
4766	4.7650e+00	0.7523	24.371722	11.197823	111978.231270	3.797838	-0.003587
4767	4.7660e+00	0.7485	24.319909	16.174633	161746.334057	5.485766	-0.005181
4768	4.7670e+00	0.7463	24.375707	-17.418836	-174188.359754	-5.907748	0.005580
4769	4.7680e+00	0.7420	24.403606	-8.709418	-87094.179877	-2.953874	0.002790
4770	4.7690e+00	0.7388	24.343823	18.663039	186630.385450	6.329730	-0.005978
4771	4.7700e+00	0.7375	24.327881	4.976810	49768.102787	1.687928	-0.001594
4772	4.7710e+00	0.7332	24.331866	-1.244203	-12442.025697	-0.421982	0.000399
4773	4.7720e+00	0.7306	24.280054	16.174633	161746.334057	5.485766	-0.005181
4774	4.7730e+00	0.7264	24.260126	6.221013	62210.128483	2.109910	-0.001993
4775	4.7740e+00	0.7239	24.315924	-17.418836	-174188.359754	-5.907748	0.005580
4776	4.7750e+00	0.7195	24.256140	18.663039	186630.385450	6.329730	-0.005978
4777	4.7760e+00	0.7167	24.268097	-3.732608	-37326.077090	-1.265946	0.001196
4778	4.7770e+00	0.7153	24.307953	-12.442026	-124420.256967	-4.219820	0.003986
4779	4.7780e+00	0.7130	24.260126	14.930431	149304.308360	5.063784	-0.004783
4780	4.7790e+00	0.7083	24.264112	-1.244203	-12442.025697	-0.421982	0.000399
4781	4.7800e+00	0.7035	24.232227	9.953621	99536.205574	3.375856	-0.003188
4782	4.7810e+00	0.7037	24.264112	9.953621	99536.205574	3.375856	0.003188
4783	4.7820e+00	0.6986	24.236213	8.709418	87094.179877	2.953874	-0.002790
4784	4.7830e+00	0.6963	24.192371	13.686228	136862.282664	4.641802	-0.004384
4785	4.7840e+00	0.6912	24.196357	-1.244203	-12442.025697	-0.421982	0.000399
4786	4.7850e+00	0.6889	24.196357	-0.000000	-0.000000	-0.000000	0.000000
4787	4.7860e+00	0.6848	24.156501	12.442026	124420.256967	4.219820	-0.003986
4788	4.7870e+00	0.6835	24.160487	-1.244203	-12442.025697	-0.421982	0.000399
4789	4.7880e+00	0.6786	24.152516	2.488405	24884.051393	0.843964	-0.000797
4790	4.7890e+00	0.6777	24.160487	-2.488405	-24884.051393	-0.843964	0.000797
4791	4.7900e+00	0.6732	24.100703	18.663039	186630.385450	6.329730	-0.005978
4792	4.7910e+00	0.6699	24.156501	-17.418836	-174188.359754	-5.907748	0.005580
4793	4.7920e+00	0.6664	24.100703	17.418836	174188.359754	5.907748	-0.005580
4794	4.7930e+00	0.6628	24.140559	-12.442026	-124420.256967	-4.219820	0.003986
4795	4.7940e+00	0.6602	24.080776	18.663039	186630.385450	6.329730	-0.005978
4796	4.7950e+00	0.6576	24.064833	4.976810	49768.102787	1.687928	-0.001594
4797	4.7960e+00	0.6528	24.080776	-4.976810	-49768.102787	-1.687928	0.001594
4798	4.7970e+00	0.6508	24.024978	17.418836	174188.359754	5.907748	-0.005580
4799	4.7980e+00	0.6464	24.060848	-11.197823	-111978.231270	-3.797838	0.003587
4800	4.7990e+00	0.6448	24.048891	3.732608	37326.077090	1.265946	-0.001196
4801	4.8000e+00	0.6406	24.032949	4.976810	49768.102787	1.687928	-0.001594
4802	4.8010e+00	0.6371	23.961209	22.395646	223956.462541	7.595676	-0.007174
4803	4.8020e+00	0.6345	24.005050	-13.686228	-136862.282664	-4.641802	0.004384
4804	4.8030e+00	0.6303	24.028963	-7.465215	-74652.154180	-2.531892	0.002391
4805	4.8040e+00	0.6262	23.957223	22.395646	223956.462541	7.595676	-0.007174
4806	4.8050e+00	0.6240	23.957223	-0.000000	-0.000000	-0.000000	0.000000
4807	4.8060e+00	0.6203	23.985122	-8.709418	-87094.179877	-2.953874	0.002790
4808	4.8070e+00	0.6178	23.941281	13.686228	136862.282664	4.641802	-0.004384
4809	4.8080e+00	0.6134	23.897440	13.686228	136862.282664	4.641802	-0.004384
4810	4.8090e+00	0.6121	23.897440	-0.000000	-0.000000	-0.000000	0.000000
4811	4.8100e+00	0.6075	23.893454	1.244203	12442.025697	0.421982	-0.000399
4812	4.8110e+00	0.6027	23.869541	7.465215	74652.154180	2.531892	-0.002391
4813	4.8120e+00	0.6011	23.917368	-14.930431	-149304.308360	-5.063784	0.004783
4814	4.8130e+00	0.5972	23.925339	-2.488405	-24884.051393	-0.843964	0.000797
4815	4.8140e+00	0.5953	23.901425	7.465215	74652.154180	2.531892	-0.002391
4816	4.8150e+00	0.5914	23.873526	8.709418	87094.179877	2.953874	-0.002790
4817	4.8160e+00	0.5856	23.813743	18.663039	186630.385450	6.329730	-0.005978
4818	4.8170e+00	0.5847	23.885483	-22.395646	-223956.462541	-7.595676	0.007174
4819	4.8180e+00	0.5811	23.785844	31.105064	311050.642417	10.549551	-0.009964
4820	4.8190e+00	0.5786	23.781858	1.244203	12442.025697	0.421982	-0.000399
4821	4.8200e+00	0.5755	23.829685	-14.930431	-149304.308360	-5.063784	0.004783
4822	4.8210e+00	0.5728	23.777873	16.174633	161746.334057	5.485766	-0.005181
4823	4.8220e+00	0.5682	23.777873	-0.000000	-0.000000	-0.000000	0.000000
4824	4.8230e+00	0.5659	23.714104	19.907241	199072.411147	6.751712	-0.006377
4825	4.8240e+00	0.5617	23.781858	-21.151444	-211514.436844	-7.173694	0.006775
4826	4.8250e+00	0.5595	23.742003	12.442026	124420.256967	4.219820	-0.003986
4827	4.8260e+00	0.5582	23.662291	24.884051	248840.513934	8.439640	-0.007971
4828	4.8270e+00	0.5531	23.734032	-22.395646	-223956.462541	-7.595676	0.007174
4829	4.8280e+00	0.5499	23.674248	18.663039	186630.385450	6.329730	-0.005978
4830	4.8290e+00	0.5468	23.734032	-18.663039	-186630.385450	-6.329730	0.005978
4831	4.8300e+00	0.5441	23.702147	9.953621	99536.205574	3.375856	-0.003188
4832	4.8310e+00	0.5399	23.698162	1.244203	12442.025697	0.421982	-0.000399
4833	4.8320e+00	0.5365	23.662291	11.197823	111978.231270	3.797838	-0.003587
4834	4.8330e+00	0.5346	23.606494	17.418836	174188.359754	5.907748	-0.005580
4835	4.8340e+00	0.5319	23.654320	-14.930431	-149304.308360	-5.063784	0.004783
4836	4.8350e+00	0.5273	23.646349	2.488405	24884.051393	0.843964	-0.000797
4837	4.8360e+00	0.5230	23.618450	8.709418	87094.179877	2.953874	-0.002790
4838	4.8370e+00	0.5226	23.618450	-0.000000	-0.000000	-0.000000	0.000000
4839	4.8380e+00	0.5181	23.634393	-4.976810	-49768.102787	-1.687928	0.001594
4840	4.8390e+00	0.5156	23.662291	-8.709418	-87094.179877	-2.953874	0.002790
4841	4.8400e+00	0.5119	23.534753	39.814482	398144.822294	13.503425	-0.012754
4842	4.8410e+00	0.5103	23.598522	-19.907241	-199072.411147	-6.751712	0.006377
4843	4.8420e+00	0.5054	23.538739	18.663039	186630.385450	6.329730	-0.005978
4844	4.8430e+00	0.5027	23.578595	-12.442026	-124420.256967	-4.219820	0.003986
4845	4.8440e+00	0.4977	23.522797	17.418836	174188.359754	5.907748	-0.005580
4846	4.8450e+00	0.4964	23.538739	-4.976810	-49768.102787	-1.687928	0.001594
4847	4.8460e+00	0.4913	23.530768	2.488405	24884.051393	0.843964	-0.000797
4848	4.8470e+00	0.4907	23.506854	7.465215	74652.154180	2.531892	-0.002391
4849	4.8480e+00	0.4847	23.546710	-12.442026	-124420.256967	-4.219820	0.003986
4850	4.8490e+00	0.4820	23.478956	21.151444	211514.436844	7.173694	-0.006775
4851	4.8500e+00	0.4790	23.490912	-3.732608	-37326.077090	-1.265946	0.001196
4852	4.8510e+00	0.4775	23.435114	17.418836	174188.359754	5.907748	-0.005580
4853	4.8520e+00	0.4736	23.502869	-21.151444	-211514.436844	-7.173694	0.006775
4854	4.8530e+00	0.4700	23.459028	13.686228	136862.282664	4.641802	-0.004384
4855	4.8540e+00	0.4667	23.427143	9.953621	99536.205574	3.375856	-0.003188
4856	4.8550e+00	0.4641	23.455042	-8.709418	-87094.179877	-2.953874	0.002790
4857	4.8560e+00	0.4590	23.443085	3.732608	37326.077090	1.265946	-0.001196
4858	4.8570e+00	0.4564	23.371345	22.395646	223956.462541	7.595676	-0.007174
4859	4.8580e+00	0.4533	23.399244	-8.709418	-87094.179877	-2.953874	0.002790
4860	4.8590e+00	0.4523	23.427143	-8.709418	-87094.179877	-2.953874	0.002790
4861	4.8600e+00	0.4456	23.403230	7.465215	74652.154180	2.531892	-0.002391
4862	4.8610e+00	0.4447	23.311562	28.616659	286166.591024	9.705587	-0.009167
4863	4.8620e+00	0.4407	23.367360	-17.418836	-174188.359754	-5.907748	0.005580
4864	4.8630e+00	0.4376	23.335475	9.953621	99536.205574	3.375856	-0.003188
4865	4.8640e+00	0.4343	23.303591	9.953621	99536.205574	3.375856	-0.003188
4866	4.8650e+00	0.4314	23.327504	-7.465215	-74652.154180	-2.531892	0.002391
4867	4.8660e+00	0.4293	23.295620	9.953621	99536.205574	3.375856	-0.003188
4868	4.8670e+00	0.4253	23.279677	4.976810	49768.102787	1.687928	-0.001594
4869	4.8680e+00	0.4213	23.255764	7.465215	74652.154180	2.531892	-0.002391
4870	4.8690e+00	0.4192	23.287648	-9.953621	-99536.205574	-3.375856	0.003188
4871	4.8700e+00	0.4164	23.231851	17.418836	174188.359754	5.907748	-0.005580
4872	4.8710e+00	0.4124	23.180038	16.174633	161746.334057	5.485766	-0.005181
4873	4.8720e+00	0.4095	23.255764	-23.639849	-236398.488237	-8.017658	0.007573
4874	4.8730e+00	0.4058	23.203952	16.174633	161746.334057	5.485766	-0.005181
4875	4.8740e+00	0.4031	23.211923	-2.488405	-24884.051393	-0.843964	0.000797
4876	4.8750e+00	0.3991	23.199966	3.732608	37326.077090	1.265946	-0.001196
4877	4.8760e+00	0.3970	23.176053	7.465215	74652.154180	2.531892	-0.002391
4878	4.8770e+00	0.3932	23.160110	4.976810	49768.102787	1.687928	-0.001594
4879	4.8780e+00	0.3909	23.080399	24.884051	248840.513934	8.439640	-0.007971
4880	4.8790e+00	0.3882	23.180038	-31.105064	-311050.642417	-10.549551	0.009964
4881	4.8800e+00	0.3832	23.128226	16.174633	161746.334057	5.485766	-0.005181
4882	4.8810e+00	0.3806	23.152139	-7.465215	-74652.154180	-2.531892	0.002391
4883	4.8820e+00	0.3775	23.088370	19.907241	199072.411147	6.751712	-0.006377
4884	4.8830e+00	0.3751	23.088370	-0.000000	-0.000000	-0.000000	0.000000
4885	4.8840e+00	0.3701	23.168082	-24.884051	-248840.513934	-8.439640	0.007971
4886	4.8850e+00	0.3674	23.056486	34.837672	348376.719507	11.815497	-0.011160
4887	4.8860e+00	0.3643	23.088370	-9.953621	-99536.205574	-3.375856	0.003188
4888	4.8870e+00	0.3610	23.060471	8.709418	87094.179877	2.953874	-0.002790
4889	4.8880e+00	0.3561	23.036558	7.465215	74652.154180	2.531892	-0.002391
4890	4.8890e+00	0.3552	22.964818	22.395646	223956.462541	7.595676	-0.007174
4891	4.8900e+00	0.3515	22.996702	-9.953621	-99536.205574	-3.375856	0.003188
4892	4.8910e+00	0.3471	23.024601	-8.709418	-87094.179877	-2.953874	0.002790
4893	4.8920e+00	0.3447	22.948876	23.639849	236398.488237	8.017658	-0.007573
4894	4.8930e+00	0.3426	22.992717	-13.686228	-136862.282664	-4.641802	0.004384
4895	4.8940e+00	0.3393	22.960832	9.953621	99536.205574	3.375856	-0.003188
4896	4.8950e+00	0.3367	22.905034	17.418836	174188.359754	5.907748	-0.005580
4897	4.8960e+00	0.3314	22.940904	-11.197823	-111978.231270	-3.797838	0.003587
4898	4.8970e+00	0.3294	22.916991	7.465215	74652.154180	2.531892	-0.002391
4899	4.8980e+00	0.3260	22.956847	-12.442026	-124420.256967	-4.219820	0.003986
4900	4.8990e+00	0.3229	22.853222	32.349267	323492.668114	10.971533	-0.010362
4901	4.9000e+00	0.3203	22.849236	1.244203	12442.025697	0.421982	-0.000399
4902	4.9010e+00	0.3159	22.893078	-13.686228	-136862.282664	-4.641802	0.004384
4903	4.9020e+00	0.3128	22.893078	-0.000000	-0.000000	-0.000000	0.000000
4904	4.9030e+00	0.3101	22.913005	-6.221013	-62210.128483	-2.109910	0.001993
4905	4.9040e+00	0.3075	22.849236	19.907241	199072.411147	6.751712	-0.006377
4906	4.9050e+00	0.3040	22.901049	-16.174633	-161746.334057	-5.485766	0.005181
4907	4.9060e+00	0.3004	22.837280	19.907241	199072.411147	6.751712	-0.006377
4908	4.9070e+00	0.2971	22.861193	-7.465215	-74652.154180	-2.531892	0.002391
4909	4.9080e+00	0.2929	22.833294	8.709418	87094.179877	2.953874	-0.002790
4910	4.9090e+00	0.2917	22.789453	13.686228	136862.282664	4.641802	-0.004384
4911	4.9100e+00	0.2877	22.785467	1.244203	12442.025697	0.421982	-0.000399
4912	4.9110e+00	0.2848	22.757568	8.709418	87094.179877	2.953874	-0.002790
4913	4.9120e+00	0.2816	22.757568	-0.000000	-0.000000	-0.000000	0.000000
4914	4.9130e+00	0.2772	22.769525	-3.732608	-37326.077090	-1.265946	0.001196
4915	4.9140e+00	0.2744	22.733655	11.197823	111978.231270	3.797838	-0.003587
4916	4.9150e+00	0.2727	22.789453	-17.418836	-174188.359754	-5.907748	0.005580
4917	4.9160e+00	0.2676	22.705756	26.128254	261282.539631	8.861622	-0.008370
4918	4.9170e+00	0.2661	22.689814	4.976810	49768.102787	1.687928	-0.001594
4919	4.9180e+00	0.2645	22.665901	7.465215	74652.154180	2.531892	-0.002391
4920	4.9190e+00	0.2592	22.697785	-9.953621	-99536.205574	-3.375856	0.003188
4921	4.9200e+00	0.2546	22.669886	8.709418	87094.179877	2.953874	-0.002790
4922	4.9210e+00	0.2541	22.626045	13.686228	136862.282664	4.641802	-0.004384
4923	4.9220e+00	0.2505	22.665901	-12.442026	-124420.256967	-4.219820	0.003986
4924	4.9230e+00	0.2465	22.622059	13.686228	136862.282664	4.641802	-0.004384
4925	4.9240e+00	0.2427	22.610103	3.732608	37326.077090	1.265946	-0.001196
4926	4.9250e+00	0.2400	22.590175	6.221013	62210.128483	2.109910	-0.001993
4927	4.9260e+00	0.2355	22.594160	-1.244203	-12442.025697	-0.421982	0.000399
4928	4.9270e+00	0.2335	22.566261	8.709418	87094.179877	2.953874	-0.002790
4929	4.9280e+00	0.2308	22.506478	18.663039	186630.385450	6.329730	-0.005978
4930	4.9290e+00	0.2272	22.610103	-32.349267	-323492.668114	-10.971533	0.010362
4931	4.9300e+00	0.2232	22.562276	14.930431	149304.308360	5.063784	-0.004783
4932	4.9310e+00	0.2212	22.530391	9.953621	99536.205574	3.375856	-0.003188
4933	4.9320e+00	0.2182	22.494521	11.197823	111978.231270	3.797838	-0.003587
4934	4.9330e+00	0.2143	22.522420	-8.709418	-87094.179877	-2.953874	0.002790
4935	4.9340e+00	0.2102	22.446695	23.639849	236398.488237	8.017658	-0.007573
4936	4.9350e+00	0.2084	22.502492	-17.418836	-174188.359754	-5.907748	0.005580
4937	4.9360e+00	0.2039	22.510464	-2.488405	-24884.051393	-0.843964	0.000797
4938	4.9370e+00	0.2013	22.466622	13.686228	136862.282664	4.641802	-0.004384
4939	4.9380e+00	0.1987	22.494521	-8.709418	-87094.179877	-2.953874	0.002790
4940	4.9390e+00	0.1949	22.418796	23.639849	236398.488237	8.017658	-0.007573
4941	4.9400e+00	0.1929	22.446695	-8.709418	-87094.179877	-2.953874	0.002790
4942	4.9410e+00	0.1875	22.398868	14.930431	149304.308360	5.063784	-0.004783
4943	4.9420e+00	0.1859	22.414810	-4.976810	-49768.102787	-1.687928	0.001594
4944	4.9430e+00	0.1834	22.450680	-11.197823	-111978.231270	-3.797838	0.003587
4945	4.9440e+00	0.1796	22.394882	17.418836	174188.359754	5.907748	-0.005580
4946	4.9450e+00	0.1756	22.319156	23.639849	236398.488237	8.017658	-0.007573
4947	4.9460e+00	0.1714	22.331113	-3.732608	-37326.077090	-1.265946	0.001196
4948	4.9470e+00	0.1704	22.394882	-19.907241	-199072.411147	-6.751712	0.006377
4949	4.9480e+00	0.1669	22.362998	9.953621	99536.205574	3.375856	-0.003188
4950	4.9490e+00	0.1623	22.347055	4.976810	49768.102787	1.687928	-0.001594
4951	4.9500e+00	0.1591	22.287272	18.663039	186630.385450	6.329730	-0.005978
4952	4.9510e+00	0.1549	22.299229	-3.732608	-37326.077090	-1.265946	0.001196
4953	4.9520e+00	0.1522	22.279301	6.221013	62210.128483	2.109910	-0.001993
4954	4.9530e+00	0.1500	22.263359	4.976810	49768.102787	1.687928	-0.001594
4955	4.9540e+00	0.1474	22.247416	4.976810	49768.102787	1.687928	-0.001594
4956	4.9550e+00	0.1418	22.267344	-6.221013	-62210.128484	-2.109910	0.001993
4957	4.9560e+00	0.1403	22.215532	16.174633	161746.334057	5.485766	-0.005181
4958	4.9570e+00	0.1359	22.231474	-4.976810	-49768.102787	-1.687928	0.001594
4959	4.9580e+00	0.1321	22.243431	-3.732608	-37326.077090	-1.265946	0.001196
4960	4.9590e+00	0.1307	22.163720	24.884051	248840.513934	8.439640	-0.007971
4961	4.9600e+00	0.1279	22.199590	-11.197823	-111978.231270	-3.797838	0.003587
4962	4.9610e+00	0.1241	22.147777	16.174633	161746.334057	5.485766	-0.005181
4963	4.9620e+00	0.1209	22.115893	9.953621	99536.205574	3.375856	-0.003188
4964	4.9630e+00	0.1184	22.119878	-1.244203	-12442.025697	-0.421982	0.000399
4965	4.9640e+00	0.1145	22.103936	4.976810	49768.102787	1.687928	-0.001594
4966	4.9650e+00	0.1111	22.076037	8.709418	87094.179877	2.953874	-0.002790
4967	4.9660e+00	0.1085	22.052124	7.465215	74652.154180	2.531892	-0.002391
4968	4.9670e+00	0.1052	22.127849	-23.639849	-236398.488237	-8.017658	0.007573
4969	4.9680e+00	0.1015	22.084008	13.686228	136862.282664	4.641802	-0.004384
4970	4.9690e+00	0.0992	22.099950	-4.976810	-49768.102787	-1.687928	0.001594
4971	4.9700e+00	0.0949	22.044153	17.418836	174188.359754	5.907748	-0.005580
4972	4.9710e+00	0.0925	22.044153	-0.000000	-0.000000	-0.000000	0.000000
4973	4.9720e+00	0.0896	22.028210	4.976810	49768.102787	1.687928	-0.001594
4974	4.9730e+00	0.0872	21.972412	17.418836	174188.359754	5.907748	-0.005580
4975	4.9740e+00	0.0832	21.984369	-3.732608	-37326.077090	-1.265946	0.001196
4976	4.9750e+00	0.0792	21.968427	4.976810	49768.102787	1.687928	-0.001594
4977	4.9760e+00	0.0758	22.024225	-17.418836	-174188.359754	-5.907748	0.005580
4978	4.9770e+00	0.0716	21.932557	28.616659	286166.591024	9.705587	-0.009167
4979	4.9780e+00	0.0704	21.916615	4.976810	49768.102787	1.687928	-0.001594
4980	4.9790e+00	0.0668	21.944514	-8.709418	-87094.179877	-2.953874	0.002790
4981	4.9800e+00	0.0631	21.876759	21.151444	211514.436844	7.173694	-0.006775
4982	4.9810e+00	0.0610	21.940528	-19.907241	-199072.411147	-6.751712	0.006377
4983	4.9820e+00	0.0581	21.888716	16.174633	161746.334057	5.485766	-0.005181
4984	4.9830e+00	0.0546	21.860817	8.709418	87094.179877	2.953874	-0.002790
4985	4.9840e+00	0.0507	21.892701	-9.953621	-99536.205574	-3.375856	0.003188
4986	4.9850e+00	0.0476	21.745235	46.035495	460354.950778	15.613335	-0.014747
4987	4.9860e+00	0.0443	21.828932	-26.128254	-261282.539631	-8.861622	0.008370
4988	4.9870e+00	0.0413	21.737264	28.616659	286166.591024	9.705587	-0.009167
4989	4.9880e+00	0.0372	21.836903	-31.105064	-311050.642417	-10.549551	0.009964
4990	4.9890e+00	0.0340	21.868788	-9.953621	-99536.205574	-3.375856	0.003188
4991	4.9900e+00	0.0311	21.753206	36.081875	360818.745204	12.237479	-0.011558
4992	4.9910e+00	0.0288	21.832918	-24.884051	-248840.513934	-8.439640	0.007971
4993	4.9920e+00	0.0253	21.733279	31.105064	311050.642417	10.549551	-0.009964
4994	4.9930e+00	0.0221	21.801033	-21.151444	-211514.436844	-7.173694	0.006775
4995	4.9940e+00	0.0177	21.797048	1.244203	12442.025697	0.421982	-0.000399
4996	4.9950e+00	0.0174	21.769149	8.709418	87094.179877	2.953874	-0.002790
4997	4.9960e+00	0.0116	21.785091	-4.976810	-49768.102787	-1.687928	0.001594
4998	4.9970e+00	0.0107	21.681466	32.349267	323492.668114	10.971533	-0.010362
4999	4.9980e+00	0.0060	21.685452	-1.244203	-12442.025697	-0.421982	0.000399
5000	4.9990e+00	0.0032	21.701394	-4.976810	-49768.102787	-1.687928	0.001594
5001	5.0000e+00	-0.0014	21.653567	14.930431	149304.308360	5.063784	-0.004783
5002	5.0010e+00	-0.0024	21.673495	-6.221013	-62210.128483	-2.109910	0.001993
5003	5.0020e+00	-0.0049	21.649582	7.465215	74652.154180	2.531892	-0.002391
5004	5.0030e+00	-0.0087	21.657553	-2.488405	-24884.051393	-0.843964	0.000797
5005	5.0040e+00	-0.0130	21.641611	4.976810	49768.102787	1.687928	-0.001594
5006	5.0050e+00	-0.0151	21.613712	8.709418	87094.179877	2.953874	-0.002790
5007	5.0060e+00	-0.0181	21.518058	29.860862	298608.616721	10.127569	-0.009565
5008	5.0070e+00	-0.0211	21.621683	-32.349267	-323492.668114	-10.971533	0.010362
5009	5.0080e+00	-0.0255	21.577842	13.686228	136862.282664	4.641802	-0.004384
5010	5.0090e+00	-0.0282	21.526029	16.174633	161746.334057	5.485766	-0.005181
5011	5.0100e+00	-0.0313	21.565885	-12.442026	-124420.256967	-4.219820	0.003986
5012	5.0110e+00	-0.0351	21.474217	28.616659	286166.591024	9.705587	-0.009167
5013	5.0120e+00	-0.0378	21.569871	-29.860862	-298608.616721	-10.127569	0.009565
5014	5.0130e+00	-0.0407	21.494145	23.639849	236398.488237	8.017658	-0.007573
5015	5.0140e+00	-0.0446	21.565885	-22.395646	-223956.462541	-7.595676	0.007174
5016	5.0150e+00	-0.0474	21.422405	44.791293	447912.925081	15.191353	-0.014348
5017	5.0160e+00	-0.0520	21.458275	-11.197823	-111978.231270	-3.797838	0.003587
5018	5.0170e+00	-0.0531	21.510087	-16.174633	-161746.334057	-5.485766	0.005181
5019	5.0180e+00	-0.0561	21.414434	29.860862	298608.616721	10.127569	-0.009565
5020	5.0190e+00	-0.0599	21.426390	-3.732608	-37326.077090	-1.265946	0.001196
5021	5.0200e+00	-0.0639	21.446318	-6.221013	-62210.128483	-2.109910	0.001993
5022	5.0210e+00	-0.0655	21.386535	18.663039	186630.385450	6.329730	-0.005978
5023	5.0220e+00	-0.0694	21.406462	-6.221013	-62210.128483	-2.109910	0.001993
5024	5.0230e+00	-0.0734	21.342693	19.907241	199072.411147	6.751712	-0.006377
5025	5.0240e+00	-0.0764	21.366607	-7.465215	-74652.154180	-2.531892	0.002391
5026	5.0250e+00	-0.0784	21.362621	1.244203	12442.025697	0.421982	-0.000399
5027	5.0260e+00	-0.0813	21.322766	12.442026	124420.256967	4.219820	-0.003986
5028	5.0270e+00	-0.0855	21.342693	-6.221013	-62210.128483	-2.109910	0.001993
5029	5.0280e+00	-0.0890	21.374578	-9.953621	-99536.205574	-3.375856	0.003188
5030	5.0290e+00	-0.0929	21.270953	32.349267	323492.668114	10.971533	-0.010362
5031	5.0300e+00	-0.0948	21.255011	4.976810	49768.102787	1.687928	-0.001594
5032	5.0310e+00	-0.0985	21.247040	2.488405	24884.051393	0.843964	-0.000797
5033	5.0320e+00	-0.1022	21.247040	-0.000000	-0.000000	-0.000000	0.000000
5034	5.0330e+00	-0.1048	21.215155	9.953621	99536.205574	3.375856	-0.003188
5035	5.0340e+00	-0.1066	21.223126	-2.488405	-24884.051393	-0.843964	0.000797
